row_id,sample,outcome.x,q60_1,q60_2,q60_3,q60_4,q60_5,q60_6,q60_7,q25_new,caseid_BROW0017,caseid_BROW0016,caseid_BROW0015,caseid_BROW0014,caseid_BROW0013,caseid,ideo5,dem_rep_oth,age,female,race_new,faminc_new,educ,trust_in_govt,trust_in_science,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q60_5_rank,q60_6_rank,q60_7_rank,q25_new_rank,avg_perc_rank,covmh,ps,orig_id,id.x,bm,match_id,rankperc,grp,id.y,outcome.y,q22,q59_1,outcome,q60_1a,q60_2a,q60_3a,q60_4a,q60_5a,q60_6a,q60_7a,q60_ingroup,q60_outgroup,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q60_5a_rank,q60_6a_rank,q60_7a_rank,outcome_rank,q22_rank,q59_1_rank,q59_1_rank_inv
1315,1,0,4,4,4,4,4,4,4,1,1405576859,NA,NA,NA,NA,NA,3,3,32,1,3,1,4,1,3,3,0.4781716162583822,0,1,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,302,442.85714285714283,7.232932418331491,468.31526910743406,3,1315,390,1313,1,0,1315,0,24,4,0,3,3,3,3,3,3,3,NA,NA,1,1,1,0.5,0,0.5,1,0.5,1,0.5,0.5
799,1,1,3,2,4,5,5,7,2,1,1400928769,NA,NA,NA,NA,NA,2,1,34,1,3,4,2,2.3333333333333335,2.5,2,0.656083207882852,0,4,25.730329771409956,272,120.5,411,836,475,1465,94.5,302,524.8571428571429,7.929276126278228,537.6828924023516,2,799,391,798,1,1,799,1,0,4,1,2,1,3,4,4,6,1,4,6,0.5,0,1,1,1,1,0,1,0,1,0
912,1,0,3,3,3,3,4,3,3,4,1401570483,NA,NA,NA,NA,NA,2,1,29,1,3,1,1,2.3333333333333335,2.5,2,0.46818119611331593,0,1,2.2140023069871986,272,238.5,161.5,133,239,328,184,1263,222.28571428571428,10.519978823018137,505.23518948135114,2,912,391,911,0,0,912,0,44,3,0,2,2,2,2,3,2,2,3,2,0.5,1,0,0,0,0,1,0,1,0,1
804,1,1,5,4,5,5,4,5,6,4,1400953935,NA,NA,NA,NA,NA,4,2,26,0,1,5,3,3,2.5,2,0.27589982208840835,0,5,5.888686641573,658.5,483.5,835,836,239,1125.5,1208.5,1263,769.4285714285714,9.492037141420694,608.9123097859741,4,804,392,803,0,1,804,1,73,4,1,4,3,4,4,3,4,5,4,3,1,0,0.5,0.5,0,0.5,0.5,1,1,0,1
1092,1,0,4,5,5,5,7,5,6,1,1402905361,NA,NA,NA,NA,NA,5,2,22,0,1,4,3,3,2.5,3,0.7065827288901053,0,4,4.475929578068392,438.5,838,835,836,1400,1125.5,1208.5,302,954.5,10.8592581006692,626.2997900615837,5,1092,392,1091,1,0,1092,0,25,5,0,3,4,4,4,6,4,5,4,6,0,1,0.5,0.5,1,0.5,0.5,0,0,1,0
806,1,0,4,3,4,4,5,5,2,4,1400971611,NA,NA,NA,NA,NA,4,1,36,0,1,4,3,2.6666666666666665,5,3,0.545093745723279,0,4,11.74446338036061,438.5,238.5,411,372,475,1125.5,94.5,1263,450.7142857142857,6.93365966806152,821.8942395983546,4,806,393,805,0,1,806,0,48,3,0,3,2,3,3,4,4,1,4,4,0.5,0,0,0,0,0,0,0.5,1,0,1
966,2,0,4,4,5,6,6,6,6,1,1401912165,NA,NA,NA,NA,NA,3,1,43,0,1,3,2,3,5,5,0.4279458053920897,0,3,5.391304159855949,438.5,483.5,835,1278.5,953.5,1339,1208.5,302,933.7857142857143,8.306039567329716,831.9164340244224,3,966,393,965,1,0,966,0,43,5,0,3,3,4,5,5,5,5,5,5,0.5,1,1,1,1,1,1,0.5,0,1,0
807,1,1,7,4,6,3,6,3,5,1,1400956035,NA,NA,NA,NA,NA,1,1,23,1,1,8,5,2.3333333333333335,5,4,0.7982756261119474,0,8,20.520687846805696,1356,483.5,1255,133,953.5,328,821,302,761.4285714285714,5.910690994640274,822.2335579386058,1,807,394,806,1,1,807,1,3,3,1,6,3,5,2,5,2,4,5,2,1,0,1,0,0.5,1,0.5,0.5,0,0.5,0.5
963,2,1,6,5,3,5,6,2,5,2,1401873411,NA,NA,NA,NA,NA,1,1,23,1,1,10,5,2.6666666666666665,5,4,0.7065827288901053,0,10,13.749049870172412,984.5,838,161.5,836,953.5,138,821,843,676.0714285714286,6.629890458361514,871.8053053740213,1,963,394,962,0,0,963,1,10,3,1,5,4,2,4,5,1,4,5,1,0,1,0,1,0.5,0,0.5,0.5,1,0.5,0.5
809,1,0,1,1,1,1,1,1,1,1,1401065311,NA,NA,NA,NA,NA,6,3,19,1,2,1,2,2,4,3,0.467086355549473,0,1,12.30180202740861,41,31,22,19.5,25,31,29.5,302,28.428571428571427,9.851738980527943,552.9008209273582,6,809,395,808,0,1,809,0,48,3,0,0,0,0,0,0,0,0,NA,NA,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5
1227,1,0,1,1,6,6,3,3,1,1,1405878829,NA,NA,NA,NA,NA,6,3,19,1,2,3,2,2,3.5,2,0.6169426577254686,0,3,45.84037565693958,41,31,1255,1278.5,107,328,29.5,302,438.57142857142856,8.395730579200722,515.7082822532417,6,1227,395,1225,1,0,1227,0,55,3,0,0,0,5,5,2,2,0,NA,NA,0.5,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5
814,1,1,4,4,4,4,6,2,4,2,1401261091,NA,NA,NA,NA,NA,1,1,38,0,1,3,5,2,4.5,2,0.8302997126043519,0,3,3.775262296671803,438.5,483.5,411,372,953.5,138,432.5,843,461.2857142857143,8.878124523955396,766.6940375109803,1,814,396,813,0,1,814,1,27,4,1,3,3,3,3,5,1,3,5,1,0,0,0,0,0.5,0,0,0.5,1,1,0
1043,1,1,6,6,5,5,6,4,5,2,1402349509,NA,NA,NA,NA,NA,1,1,31,0,1,1,3,3,5,4,0.9199397837689887,0,1,1.7810120559234999,984.5,1211,835,836,953.5,723.5,821,843,909.2142857142857,8.431856815921167,826.689506694243,1,1043,396,1042,1,0,1043,1,11,2,1,5,5,4,4,5,3,4,5,3,1,1,1,1,0.5,1,1,0.5,0,0,1
820,2,0,3,3,3,4,2,6,5,2,1401327757,NA,NA,NA,NA,NA,3,3,58,0,1,NA,1,2,3,4,0.5344190502258107,1,6.0595419847328245,15.070203477092404,272,238.5,161.5,372,65.5,1339,821,843,467.07142857142856,12.511744396908362,646.9395848486882,3,820,397,819,1,1,820,0,13,3,0,2,2,2,3,1,5,4,NA,NA,0,0,0,0.5,0,1,1,0.5,1,0.5,0.5
1170,1,0,4,4,4,4,4,4,4,2,1403553535,NA,NA,NA,NA,NA,3,3,51,0,1,NA,2,2,3,3,0.12111673737511972,1,6.0595419847328245,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,843,442.85714285714283,11.364379797992767,618.5352797767715,3,1170,397,1169,0,0,1170,0,1,3,0,3,3,3,3,3,3,3,NA,NA,1,1,1,0.5,1,0,0,0.5,0,0.5,0.5
828,2,1,7,6,5,5,7,5,6,1,1401373089,NA,NA,NA,NA,NA,2,3,33,0,1,2,3,1.6666666666666667,4.5,2,0.31462980703435056,0,2,4.272991000102163,1356,1211,835,836,1400,1125.5,1208.5,302,1138.857142857143,11.128134397939192,622.6772702141334,2,828,398,827,1,1,828,1,5,3,1,6,5,4,4,6,4,5,NA,NA,0.5,1,1,0,1,1,1,0.5,0,1,0
1404,1,1,7,4,4,6,6,2,4,2,1407364535,NA,NA,NA,NA,NA,1,3,37,0,1,1,2,1,5,5,0.9199397837689887,0,1,15.407664542493464,1356,483.5,411,1278.5,953.5,138,432.5,843,721.8571428571429,19.111407477540283,641.2722718902132,1,1404,398,1402,0,0,1404,1,50,1,1,6,3,3,5,5,1,3,NA,NA,0.5,0,0,1,0,0,0,0.5,1,0,1
829,1,0,4,4,4,4,4,4,4,4,1401381877,NA,NA,NA,NA,NA,6,3,31,0,1,NA,3,2.6666666666666665,3,3,0.8186670316135211,1,6.0595419847328245,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,1263,442.85714285714283,14.190733792165355,575.9916061449323,6,829,399,828,0,1,829,0,46,3,0,3,3,3,3,3,3,3,NA,NA,0,0.5,0,0,0,0.5,0.5,0.5,1,1,0
1262,1,0,6,4,5,5,6,4,4,1,1405895673,NA,NA,NA,NA,NA,6,3,29,0,1,NA,3,2,4,3,0.9199397837689887,1,6.0595419847328245,3.90084889299073,984.5,483.5,835,836,953.5,723.5,432.5,302,749.7857142857143,13.966193944680619,601.7493570717799,6,1262,399,1260,1,0,1262,0,10,2,0,5,3,4,4,5,3,3,NA,NA,1,0.5,1,1,1,0.5,0.5,0.5,0,0,1
832,1,0,2,2,2,2,2,2,2,2,1400992027,NA,NA,NA,NA,NA,5,2,49,0,1,10,6,1,2.5,4,0.3143560968933898,0,10,6.866991320078839,155.5,120.5,77.5,65,65.5,138,94.5,843,102.35714285714286,8.403131543235911,562.7976288829361,5,832,400,831,0,1,832,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1035,1,1,6,6,5,6,5,5,6,2,1401903451,NA,NA,NA,NA,NA,5,2,45,0,1,12,5,1,3,4,0.11331599835773912,0,12,4.501620626404571,984.5,1211,835,1278.5,475,1125.5,1208.5,843,1016.8571428571429,8.585534359556078,620.5436125854295,5,1035,400,1034,1,0,1035,1,8,3,1,5,5,4,5,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1,0
837,1,1,6,5,5,5,6,4,5,1,1400734257,NA,NA,NA,NA,NA,1,1,44,1,1,14,6,2.6666666666666665,4.5,3,0.9199397837689887,0,14,0.643733965147904,984.5,838,835,836,953.5,723.5,821,302,855.9285714285714,8.10117639439728,928.8378443902654,1,837,401,836,1,1,837,1,8,3,1,5,4,4,4,5,3,4,5,3,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0,1
918,2,1,6,5,5,4,6,4,5,1,1401627731,1298448921,NA,NA,NA,NA,1,1,50,1,1,12,6,2,5,4,0.6347338168879156,0,12,2.856056358357239,984.5,838,835,372,953.5,723.5,821,302,789.6428571428571,6.654816400327792,914.3552712815588,1,918,401,917,0,0,918,1,1,4,1,5,4,4,3,5,3,4,5,3,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0
838,1,1,7,7,7,7,7,7,7,7,1400222815,NA,NA,NA,NA,NA,3,3,65,0,1,9,6,1.3333333333333333,3,3,0.5104694128917475,0,9,5.2119653693628925,1356,1456.5,1474,1476,1400,1465,1450,1466,1439.642857142857,7.7242257408631145,690.4596729245461,3,838,402,837,1,1,838,1,71,4,1,6,6,6,6,6,6,6,NA,NA,1,1,1,1,1,0.5,0.5,0.5,1,1,0
1230,1,1,6,6,6,6,3,7,7,1,1405569481,NA,NA,NA,NA,NA,3,3,63,0,1,9,5,1,2.5,4,0.04091966607362801,0,9,16.132253834978144,984.5,1211,1255,1278.5,107,1465,1450,302,1107.2857142857142,8.698379277061651,627.4529828505274,3,1230,402,1228,0,0,1230,1,3,3,1,5,5,5,5,2,6,6,NA,NA,0,0,0,0,0,0.5,0.5,0.5,0,0,1
839,1,1,6,6,6,6,6,6,6,1,1401389491,NA,NA,NA,NA,NA,4,2,59,0,1,6,2,2,3.5,4,0.31462980703435056,0,6,2.140433548048363,984.5,1211,1255,1278.5,953.5,1339,1208.5,302,1175.7142857142858,3.0635506420709038,690.4271778488878,4,839,403,838,1,1,839,1,3,3,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0.5,0.5
1432,1,0,5,4,4,4,5,4,4,1,1403580791,NA,NA,NA,NA,NA,5,2,60,0,1,4,2,1.6666666666666667,3,4,0.04091966607362801,0,4,1.1832889773838886,658.5,483.5,411,372,475,723.5,432.5,302,508,5.887185096778335,650.8912106213907,5,1432,403,1430,0,0,1432,0,1,3,0,4,3,3,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0.5,0.5
841,1,1,6,3,2,4,5,3,4,2,1401389039,NA,NA,NA,NA,NA,3,1,43,1,1,9,6,2,5,4,0.3071027781579307,0,9,13.753951238523658,984.5,238.5,77.5,372,475,328,432.5,843,415.42857142857144,6.692861532401669,826.6524123021709,3,841,404,840,0,1,841,1,15,4,1,5,2,1,3,4,2,3,4,2,0,0,0,0,0,0,0,0.5,0,1,0
923,2,1,7,6,6,6,6,6,6,2,1401653509,1298284959,1264424539,1243563165,1178399693,NA,2,1,47,1,1,10,6,2.3333333333333335,4,3,0.9199397837689887,0,10,2.71916131414389,1356,1211,1255,1278.5,953.5,1339,1208.5,843,1228.7857142857142,6.613585831161652,806.908210160532,2,923,404,922,1,0,923,1,23,3,1,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,0.5,1,0,1
842,1,0,2,4,6,6,6,4,6,1,1401389411,NA,NA,NA,NA,NA,3,3,39,1,1,4,3,2,3.5,3,0.5496099630491308,0,4,15.661450090252986,155.5,483.5,1255,1278.5,953.5,723.5,1208.5,302,865.4285714285714,1.3471535810497357,618.6188798424581,3,842,405,841,1,1,842,0,13,5,0,1,3,5,5,5,3,5,NA,NA,0,0.5,1,1,0.5,0,1,0,0,1,0
1241,1,1,6,4,3,3,6,5,5,1,1404787245,NA,NA,NA,NA,NA,3,3,32,1,1,3,5,2,2.5,2,0.04091966607362801,0,3,12.72378963703885,984.5,483.5,161.5,133,953.5,1125.5,821,302,666.0714285714286,9.8806949171269,583.9060886454479,3,1241,405,1239,0,0,1241,1,16,4,1,5,3,2,2,5,4,4,NA,NA,1,0.5,0,0,0.5,1,0,1,1,0,1
850,1,1,5,5,5,5,6,4,5,1,1401389323,NA,NA,NA,NA,NA,2,3,62,0,1,8,3,2.3333333333333335,5,3,0.5104694128917475,0,8,0.422629259369282,658.5,838,835,836,953.5,723.5,821,302,809.3571428571429,5.30930959036891,838.3490114941362,2,850,406,849,0,1,850,1,4,3,1,4,4,4,4,5,3,4,NA,NA,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1
944,2,1,5,5,6,5,6,4,5,2,1401772603,NA,NA,NA,NA,NA,1,3,63,0,1,10,3,2.3333333333333335,4,4,0.5565895716436292,0,10,2.8795566121947864,658.5,838,1255,836,953.5,723.5,821,843,869.3571428571429,6.568375966984069,811.8876001170652,1,944,406,943,1,0,944,1,4,4,1,4,4,5,4,5,3,4,NA,NA,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0
851,1,1,6,5,5,5,6,5,5,1,1401389659,NA,NA,NA,NA,NA,3,1,41,1,1,12,6,2,4.5,4,0.9199397837689887,0,12,1.3399690532596515,984.5,838,835,836,953.5,1125.5,821,302,913.3571428571429,6.905156229007223,837.4644025953723,3,851,407,850,1,1,851,1,4,3,1,5,4,4,4,5,4,4,5,4,0.5,0,0,1,1,1,0.5,0.5,0,0,1
1141,1,1,6,6,6,4,5,4,5,2,1403649561,NA,NA,NA,NA,NA,3,1,34,1,1,13,6,2,4.5,4,0.8282468865471464,0,13,6.703005349537582,984.5,1211,1255,372,475,723.5,821,843,834.5714285714286,6.5977920454674175,842.6376325373727,3,1141,407,1140,0,0,1141,1,6,4,1,5,5,5,3,4,3,4,4,3,0.5,1,1,0,0,0,0.5,0.5,1,1,0
854,1,1,6,5,5,5,6,4,5,2,1401390161,NA,NA,NA,NA,NA,1,1,33,1,1,9,5,2,4.5,4,0.8302997126043519,0,9,0.643733965147904,984.5,838,835,836,953.5,723.5,821,843,855.9285714285714,5.381482293438625,798.308514946173,1,854,408,853,0,1,854,1,5,4,1,5,4,4,4,5,3,4,5,3,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5
1228,1,1,6,6,6,5,6,4,5,2,1405590661,NA,NA,NA,NA,NA,1,1,32,1,1,9,5,2.6666666666666665,5,3,0.8302997126043519,0,9,2.4717038299841354,984.5,1211,1255,836,953.5,723.5,821,843,969.2142857142857,5.8338624833373345,877.1230076738354,1,1228,408,1226,1,0,1228,1,14,4,1,5,5,5,4,5,3,4,5,3,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
862,1,1,6,6,5,5,5,5,5,2,1401389595,NA,NA,NA,NA,NA,5,2,79,0,1,13,6,2.6666666666666665,3.5,4,0.4625701382236211,0,13,2.3475755496646316,984.5,1211,835,836,475,1125.5,821,843,898.2857142857143,11.194098253688617,962.9506239055569,5,862,409,861,0,1,862,1,1,3,1,5,5,4,4,4,4,4,4,4,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
876,1,1,6,6,6,5,4,5,5,2,1401390523,NA,NA,NA,NA,NA,4,2,76,0,1,10,6,1.6666666666666667,4,3,0.11331599835773912,0,10,5.296259886065109,984.5,1211,1255,836,239,1125.5,821,843,924.5714285714286,10.116293027307496,934.383020369773,4,876,409,875,1,0,876,1,1,3,1,5,5,5,4,3,4,4,4,3,0.5,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5
864,1,1,7,5,5,6,7,3,5,1,1401390235,NA,NA,NA,NA,NA,1,1,54,0,1,6,5,3,5,5,0.5344190502258107,0,6,6.813434888229642,1356,838,835,1278.5,1400,328,821,302,979.5,5.1512590856342335,951.83559526425,1,864,410,863,0,1,864,1,77,3,1,6,4,4,5,6,2,4,6,2,0.5,0,0,0.5,1,0,0,0.5,1,0.5,0.5
1334,2,1,7,6,6,6,6,6,6,1,1406221193,NA,NA,NA,NA,NA,1,1,57,0,1,7,5,3,5,4,0.9199397837689887,0,7,2.71916131414389,1356,1211,1255,1278.5,953.5,1339,1208.5,302,1228.7857142857142,5.159966304741114,969.2280611464462,1,1334,410,1332,1,0,1334,1,0,3,1,6,5,5,5,5,5,5,5,5,0.5,1,1,0.5,0,1,1,0.5,0,0.5,0.5
865,1,1,7,4,4,5,6,4,5,1,1401387627,NA,NA,NA,NA,NA,2,1,75,0,1,12,6,2.3333333333333335,5,4,0.16231011358970848,0,12,6.670563693005712,1356,483.5,411,836,953.5,723.5,821,302,797.7857142857143,7.990078092767387,1014.7146806044623,2,865,411,864,1,1,865,1,2,2,1,6,3,3,4,5,3,4,5,3,1,0,0,1,1,1,0.5,0.5,0,1,0
878,1,1,5,5,5,4,5,3,5,1,1401390323,NA,NA,NA,NA,NA,2,1,78,0,1,11,6,2,4.5,4,0.8282468865471464,0,11,3.116733114339345,658.5,838,835,372,475,328,821,302,618.2142857142857,8.042303656986673,983.8749637338293,2,878,411,877,0,0,878,1,4,1,1,4,4,4,3,4,2,4,4,2,0,1,1,0,0,0,0.5,0.5,1,0,1
866,1,0,4,4,5,5,5,5,5,1,1401391685,NA,NA,NA,NA,NA,5,2,70,1,1,NA,3,2.3333333333333335,3.5,4,0.1929656493773094,1,6.0595419847328245,1.869556790806806,438.5,483.5,835,836,475,1125.5,821,302,716.3571428571429,10.851650748363078,759.6986772149031,5,866,412,865,1,1,866,0,22,3,0,3,3,4,4,4,4,4,4,4,1,0.5,1,1,0,1,1,0.5,1,0,1
1018,1,0,2,4,4,4,6,2,2,1,1400465451,NA,NA,NA,NA,NA,4,2,64,1,1,NA,3,2,3,4,0.04091966607362801,1,6.0595419847328245,10.95133844258061,155.5,483.5,411,372,953.5,138,94.5,302,372.57142857142856,10.80319217381738,721.5181906301397,4,1018,412,1017,0,0,1018,0,1,5,0,1,3,3,3,5,1,1,1,5,0,0.5,0,0,1,0,0,0.5,0,1,0
868,1,1,5,4,4,4,4,4,4,1,1399766513,NA,NA,NA,NA,NA,4,2,62,1,1,8,2,3,4.5,4,0,0,8,1.6658274429191002,658.5,483.5,411,372,239,723.5,432.5,302,474.2857142857143,8.902768736212304,986.759880423672,4,868,413,867,0,1,868,1,50,3,1,4,3,3,3,3,3,3,3,3,0,0,0.5,0,0,0,0,0.5,1,1,0
993,2,1,6,6,4,5,5,5,5,2,1402499623,NA,NA,NA,NA,NA,3,2,64,1,1,8,2,3,4.5,2,0.5606952237580402,0,8,6.403251105214588,984.5,1211,411,836,475,1125.5,821,843,837.7142857142857,8.632142343051626,905.2556292598553,3,993,413,992,1,0,993,1,1,2,1,5,5,3,4,4,4,4,4,4,1,1,0.5,1,1,1,1,0.5,0,0,1
870,1,1,6,5,4,5,6,3,5,4,1401390477,NA,NA,NA,NA,NA,2,1,69,0,1,12,6,3,4,5,0.42821951553305043,0,12,4.174995877019884,984.5,838,411,836,953.5,328,821,1263,738.8571428571429,9.246294432102797,971.3289359288901,2,870,414,869,1,1,870,1,0,4,1,5,4,3,4,5,2,4,5,2,0.5,1,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5
970,2,1,6,4,4,4,5,3,5,6,1401653405,1301711649,1265987761,1242132777,NA,NA,2,1,62,0,1,11,6,3,4,4,0.9199397837689887,0,11,3.2408238135579253,984.5,483.5,411,372,475,328,821,1403,553.5714285714286,9.794949074655332,947.8498842922362,2,970,414,969,0,0,970,1,12,4,1,5,3,3,3,4,2,4,4,2,0.5,0,0.5,0,0,0.5,0.5,0.5,1,0.5,0.5
880,1,1,4,4,4,4,4,4,4,1,1401390609,NA,NA,NA,NA,NA,3,2,36,1,1,NA,6,2,4,3,0.04091966607362801,1,6.0595419847328245,1.101175422605879,438.5,483.5,411,372,239,723.5,432.5,302,442.85714285714283,15.045319162653328,779.7039692580641,3,880,415,879,0,1,880,1,15,3,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,0,1
1225,1,0,7,6,6,6,6,5,6,2,1405652879,NA,NA,NA,NA,NA,4,2,31,1,1,NA,5,2,4,4,0.3071027781579307,1,6.0595419847328245,1.751435002606955,1356,1211,1255,1278.5,953.5,1125.5,1208.5,843,1198.2857142857142,11.277064576344891,721.4377945451995,4,1225,415,1223,1,0,1225,0,3,4,0,6,5,5,5,5,4,5,4,5,1,1,1,1,1,1,1,0,0,1,0
886,1,0,4,3,3,3,4,4,5,1,1401405933,NA,NA,NA,NA,NA,3,3,41,0,4,2,3,2.6666666666666665,4,3,0.5831394553168194,0,2,5.695559712340474,438.5,238.5,161.5,133,239,723.5,821,302,393.57142857142856,2.79497242469116,728.1949483428008,3,886,416,885,0,1,886,0,25,4,0,3,2,2,2,3,3,4,NA,NA,0,0,0,0,0,1,0,0,1,1,0
1482,1,1,7,4,4,4,6,1,6,1,1407511631,NA,NA,NA,NA,NA,4,3,40,0,4,4,4,2.6666666666666665,4,4,0.19351306965923085,0,4,15.891903062612938,1356,483.5,411,372,953.5,31,1208.5,302,687.9285714285714,4.072808572826056,774.0978718105055,4,1482,416,1479,1,0,1482,1,5,1,1,6,3,3,3,5,0,5,NA,NA,1,1,1,1,1,0,1,1,0,0,1
902,1,0,3,5,4,6,5,4,6,3,1400821911,NA,NA,NA,NA,NA,3,2,40,0,1,3,4,1.6666666666666667,2.5,3,0.38907896537566705,0,3,14.135484489623293,272,838,411,1278.5,475,723.5,1208.5,1140.5,743.7857142857143,4.442512214757354,505.3798439521097,3,902,417,901,1,1,902,0,53,2,0,2,4,3,5,4,3,5,3,4,0.5,1,0.5,1,0.5,0,1,0.5,1,0,1
1460,1,0,3,4,4,5,5,5,5,1,1408253945,NA,NA,NA,NA,NA,4,2,43,0,1,2,2,1.6666666666666667,2.5,3,0.12111673737511972,0,2,3.6906037184603266,272,483.5,411,836,475,1125.5,821,302,632,5.119988561960049,549.1834412590828,4,1460,417,1457,0,0,1460,0,10,3,0,2,3,3,4,4,4,4,4,4,0.5,0,0.5,0,0.5,1,0,0.5,0,1,0
915,2,0,4,5,5,5,6,5,5,3,1401518645,1305207377,1264664057,1246069391,NA,NA,2,1,39,1,1,3,3,3,4.5,4,0.3560968933899,0,3,1.833838744991022,438.5,838,835,836,953.5,1125.5,821,1140.5,835.3571428571429,4.334567295193828,788.5359790429106,2,915,418,914,1,1,915,0,23,3,0,3,4,4,4,5,4,4,5,4,0,0.5,0.5,1,0.5,1,0.5,0,0,0.5,0.5
941,2,1,6,5,5,4,6,4,5,2,1401653505,1298731269,1265707405,1236569523,1178927167,NA,2,1,33,1,1,5,5,2.6666666666666665,4.5,3,0.9199397837689887,0,5,2.856056358357239,984.5,838,835,372,953.5,723.5,821,843,789.6428571428571,4.819675107215361,801.6952647459807,2,941,418,940,0,0,941,1,49,3,1,5,4,4,3,5,3,4,5,3,1,0.5,0.5,0,0.5,0,0.5,1,1,0.5,0.5
920,2,1,6,6,6,6,4,5,6,1,1401581111,NA,NA,NA,NA,NA,4,2,76,1,1,8,3,3,4.5,4,0.12139044751608047,0,8,6.556719166447489,984.5,1211,1255,1278.5,239,1125.5,1208.5,302,1043.142857142857,6.311761294079523,1022.1439508836863,4,920,419,919,1,1,920,1,0,3,1,5,5,5,5,3,4,5,4,3,1,1,1,1,0,0.5,1,0.5,0,0,1
1389,1,1,5,4,5,5,5,5,4,2,1407984581,NA,NA,NA,NA,NA,4,2,72,1,1,6,5,2.6666666666666665,4,4,0.04091966607362801,0,6,3.0175310010728933,658.5,483.5,835,836,475,1125.5,432.5,843,692.2857142857143,5.829017418282163,969.5133718007678,4,1389,419,1387,0,0,1389,1,75,4,1,4,3,4,4,4,4,3,4,4,0,0,0,0,1,0.5,0,0.5,1,1,0
925,2,1,5,5,5,5,6,3,4,2,1401653493,1308368467,NA,NA,1182008895,NA,1,1,24,0,1,12,5,1.6666666666666667,4.5,4,0.9199397837689887,0,12,2.174741535290595,658.5,838,835,836,953.5,328,432.5,843,697.3571428571429,10.496644753722407,762.4592436794233,1,925,420,924,0,1,925,1,30,1,1,4,4,4,4,5,2,3,5,2,0,0,0,0,0.5,0,0,0.5,1,0,1
1336,1,1,7,6,6,6,6,4,5,2,1405991387,NA,NA,NA,1178996441,NA,2,1,29,0,1,12,6,2.6666666666666665,5,5,0.31914602436020245,0,12,2.900166943994857,1356,1211,1255,1278.5,953.5,723.5,821,843,1085.5,9.0795590346037,860.2384018832414,2,1336,420,1334,1,0,1336,1,10,3,1,6,5,5,5,5,3,4,5,3,1,1,1,1,0.5,1,1,0.5,0,1,0
931,2,1,6,5,5,6,6,4,6,2,1401653483,1301064047,1265576597,1241813683,1179791237,NA,2,1,35,1,1,5,6,3,5,3,0.7086355549473107,0,5,3.5619305959499954,984.5,838,835,1278.5,953.5,723.5,1208.5,843,974.5,6.997530175469898,925.9899906558308,2,931,421,930,1,1,931,1,21,3,1,5,4,4,5,5,3,5,5,3,0.5,1,1,1,1,1,1,0.5,0,1,0
1217,1,1,6,3,4,4,5,2,3,1,1403976831,NA,NA,NA,NA,NA,1,1,30,1,1,8,6,3,5,4,0.9199397837689887,0,8,7.887519685574462,984.5,238.5,411,372,475,138,184,302,400.42857142857144,6.832037452881378,928.7980048581377,1,1217,421,1215,0,0,1217,1,48,2,1,5,2,3,3,4,1,2,4,1,0.5,0,0,0,0,0,0,0.5,1,0,1
932,2,0,4,4,6,6,6,6,6,2,1401698113,NA,NA,NA,NA,NA,6,3,48,1,1,6,4,2,3,4,0,0,6,6.7985823062185355,438.5,483.5,1255,1278.5,953.5,1339,1208.5,843,993.7857142857143,5.589619839999029,620.2428538616883,6,932,422,931,0,1,932,0,14,3,0,3,3,5,5,5,5,5,NA,NA,0,0,0.5,0,0,1,1,0,0,0,1
1469,1,1,6,6,6,7,7,5,5,2,1408138347,NA,NA,NA,NA,NA,6,3,46,1,1,8,6,2,3.5,2,0.37895169016012037,0,8,5.937757311994742,984.5,1211,1255,1476,1400,1125.5,821,843,1181.857142857143,9.182279810160843,640.799439800552,6,1469,422,1466,1,0,1469,1,25,4,1,5,5,5,6,6,4,4,NA,NA,1,1,0.5,1,1,0,0,1,1,1,0
